srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
59.166.0.7,52393,9,53,0,0,0.001067,130,162,31,29,0,0,1,487347.7188,607310.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927689,1421927689,0.011,0.005,0.0,0.0,0.0,0,0,0,0,0,1,5,2,5,1,1,1,0
59.166.0.1,47563,9,80,1,1,1.207626,1684,10168,31,29,3,5,3,10360.82422,63622.34766,14,18,255,255,2112683816,10778824,120,565,1,3924,8848.670662,7747.577514,1421938746,1421938747,92.867695,71.005353,0.000663,0.000531,0.000132,0,0,1,0,0,2,2,4,5,2,1,2,0
59.166.0.8,57283,2,31209,1,1,0.028985,3806,55844,31,29,7,26,0,1034190.125,15179714.0,64,66,255,255,1896310420,4046207729,59,846,0,0,24.073475,24.359058,1421949390,1421949390,0.455032,0.436185,0.000768,0.000626,0.000142,0,0,0,0,0,7,3,2,2,1,1,1,0
59.166.0.2,14779,9,13593,1,1,0.043961,5486,95318,31,29,7,42,0,987966.625,17169036.0,96,98,255,255,1820732570,1821040262,57,973,0,0,23.613575,23.265128,1421933395,1421933395,0.459516,0.446887,0.00076,0.000602,0.000158,0,0,0,0,0,15,8,1,4,1,1,1,0
59.166.0.8,7356,6,7367,1,1,0.075037,4118,60268,31,29,7,28,0,432853.125,6333728.5,70,70,255,255,1829179445,3979027386,59,861,0,0,79.014456,2.107913,1421928130,1421928130,1.080536,1.08,0.000932,0.000507,0.000425,0,0,0,0,0,12,9,2,3,1,1,1,0
59.166.0.0,19929,4,53,0,0,0.002408,146,178,31,29,0,0,1,242524.9219,295681.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421952326,1421952326,0.01,0.006,0.0,0.0,0.0,0,0,0,0,0,3,1,6,6,3,1,1,0
59.166.0.5,2408,2,32942,1,1,0.024475,3614,49590,31,29,7,24,0,1161675.125,15948028.0,60,62,255,255,1475216171,1485339259,60,800,0,0,0.0,21.657836,1421933827,1421933827,0.409424,0.399317,0.000635,0.000512,0.000123,0,0,0,0,0,15,6,2,6,1,1,1,0
59.166.0.3,1446,6,53,0,0,0.000983,146,178,31,29,0,0,1,594099.6875,724313.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421950713,1421950713,0.001,0.003,0.0,0.0,0.0,0,0,0,0,0,3,1,2,1,1,1,1,0
59.166.0.6,65484,3,80,1,1,1.00585,1580,10168,31,29,3,5,3,11524.58203,76385.14844,12,18,255,255,1801506211,1802530239,132,565,1,3924,9531.530125,7676.019241,1421929186,1421929187,91.408908,59.135767,0.000682,0.000538,0.000144,0,0,1,0,0,1,2,5,3,1,1,2,0
59.166.0.4,44961,3,43462,0,0,0.001761,528,304,31,29,0,0,0,1798977.875,1035775.125,4,4,0,0,0,0,132,76,0,0,0.613298,0.328577,1421939377,1421939377,0.436667,0.237333,0.0,0.0,0.0,0,0,0,0,0,4,4,3,4,1,1,3,0
59.166.0.0,24858,4,22,1,1,1.045698,5928,8114,31,29,14,17,4,44624.73828,61042.47656,62,60,255,255,1840272562,1840619290,96,135,0,0,1464.074013,0.0,1421932199,1421932200,17.142589,17.710798,0.000756,0.00062,0.000136,0,0,0,0,0,1,2,3,3,1,1,1,0
59.166.0.4,16867,2,46893,1,1,0.004327,424,8824,31,29,1,4,2,685925.5625,14955396.0,8,12,255,255,1160985779,1168071957,53,735,0,0,36.619429,22.523505,1421929070,1421929070,0.568286,0.347,0.000637,0.000507,0.00013,0,0,0,0,0,2,2,5,4,1,1,2,0
59.166.0.7,25004,2,53,0,0,0.000999,146,178,31,29,0,0,1,584584.5625,712712.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928502,1421928502,0.011,0.006,0.0,0.0,0.0,0,0,0,0,0,1,2,6,1,1,1,1,0
59.166.0.5,37224,0,39304,0,0,0.001809,528,304,31,29,0,0,0,1751243.75,1008291.875,4,4,0,0,0,0,132,76,0,0,0.655252,0.312079,1421933342,1421933342,0.467333,0.225667,0.0,0.0,0.0,0,0,0,0,0,12,9,5,5,1,1,3,0
59.166.0.4,1669,4,28760,1,1,0.784627,424,8824,31,29,1,4,2,3782.688965,82474.85156,8,12,255,255,2463301995,3440962374,53,735,0,0,7731.007763,6120.111342,1421937700,1421937700,112.044571,71.280906,0.00066,0.000527,0.000133,0,0,0,0,0,4,7,2,5,1,1,2,0
59.166.0.1,41839,6,25,1,1,0.021373,37232,3276,31,29,18,8,6,13668086.0,1195901.375,52,40,255,255,1024895174,1025941244,716,82,0,0,23.008453,1.071109,1421935945,1421935945,0.412176,0.534051,0.000662,0.000541,0.000121,0,0,0,0,0,2,1,9,4,1,1,2,0
59.166.0.6,12313,6,80,1,1,1.00568,1684,10168,31,29,3,5,0,12441.33398,76398.0625,14,18,255,255,550742423,551749142,120,565,1,3924,8765.788433,7674.293482,1421944885,1421944886,77.333695,59.126529,0.000665,0.000525,0.00014,0,0,6,0,0,12,4,5,13,5,5,5,0
59.166.0.1,38779,11,44968,1,1,0.067969,5174,91072,31,29,7,39,0,602274.5625,10602833.0,90,92,255,255,1038263623,1061355993,57,990,0,0,47.141911,46.191675,1421955835,1421955835,0.760056,0.740956,0.000677,0.000535,0.000142,0,0,0,0,0,12,7,3,5,1,1,1,0
59.166.0.7,8592,2,7226,1,1,0.366203,4472,3080,31,29,7,7,0,94220.96094,65056.8125,28,30,255,255,1879251913,1882593574,160,103,0,0,732.623107,18.323016,1421938542,1421938542,13.549111,12.609931,0.000643,0.00051,0.000133,0,0,0,0,0,3,10,4,3,1,1,3,0
59.166.0.9,17745,5,16612,1,1,0.4203,4208,2976,31,29,6,7,0,77030.6875,54627.64453,26,28,255,255,1762639877,4144425344,162,106,0,0,910.311039,22.943246,1421945303,1421945303,16.79816,15.547556,0.000656,0.000514,0.000142,0,0,0,0,0,17,12,12,15,4,4,12,0
59.166.0.4,4821,6,38385,1,1,0.272578,424,8824,31,29,1,4,2,10888.62598,237407.2656,8,12,255,255,2461273456,2802201716,53,735,0,0,2409.393932,1912.348904,1421935243,1421935243,38.890856,24.729091,0.000697,0.000553,0.000144,0,0,0,0,0,6,3,4,7,1,1,2,0
59.166.0.9,9114,3,53,0,0,0.001069,132,164,31,29,0,0,1,493919.5625,613657.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421938692,1421938692,0.01,0.011,0.0,0.0,0.0,0,0,0,0,0,2,2,2,7,1,1,2,0
59.166.0.0,54870,3,25,1,1,0.02375,37178,3380,31,29,18,8,6,12282611.0,1111579.0,52,42,255,255,1200350331,1201381003,715,80,0,0,24.547911,0.956069,1421935498,1421935498,0.45898,0.565683,0.000686,0.000552,0.000134,0,0,0,0,0,1,1,1,3,1,1,1,0
175.45.176.0,61477,22,21,1,1,0.84124,17352,682,254,252,8,4,5,157519.8594,5953.116699,22,12,255,255,3553180231,1626947874,789,57,0,0,2869.591135,90.067195,1421930996,1421930997,40.059048,68.983727,0.125363,0.071306,0.054057,0,1,0,0,0,3,3,1,4,1,1,1,1
175.45.176.1,5724,18,111,0,3,4e-06,168,0,254,0,0,0,0,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929976,1421929976,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,1
59.166.0.6,7876,5,6624,1,1,0.982377,4624,3080,31,29,7,7,0,36311.92578,24251.38281,28,30,255,255,3087112502,1417612373,165,103,0,0,2678.858551,74.293906,1421945102,1421945103,36.372109,33.851516,0.000826,0.000679,0.000147,0,0,0,0,0,20,8,11,20,4,4,4,0
59.166.0.5,11407,5,38919,1,1,0.016901,2958,32330,31,29,7,18,0,1371279.875,14997456.0,48,50,255,255,1063003747,3221926144,62,647,0,0,20.375588,20.327885,1421936625,1421936625,0.352298,0.333592,0.000681,0.000551,0.00013,0,0,0,0,0,6,3,1,2,1,1,1,0
59.166.0.3,46133,1,53,0,0,0.001078,146,178,31,29,0,0,1,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929611,1421929611,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,6,6,1,2,2,1,1,0
59.166.0.1,50143,4,53,0,0,0.001047,146,178,31,29,0,0,1,557784.125,680038.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929631,1421929631,0.011,0.003,0.0,0.0,0.0,0,0,0,0,0,5,3,4,3,1,1,1,0
59.166.0.1,55653,8,3504,1,1,0.223505,424,8824,31,29,1,4,2,13279.34473,289532.6563,8,12,255,255,598499396,695121852,53,735,0,0,2161.602182,1718.974406,1421947130,1421947130,31.880715,20.272091,0.000642,0.000509,0.000133,0,0,0,0,0,3,3,4,6,1,1,4,0
59.166.0.6,43943,5,49441,0,0,0.001751,544,304,31,29,0,0,0,1864077.75,1041690.5,4,4,0,0,0,0,136,76,0,0,0.639461,0.29958,1421940654,1421940654,0.457667,0.216333,0.0,0.0,0.0,0,0,0,0,0,11,9,3,3,1,1,3,0
59.166.0.2,24196,1,111,0,0,0.004672,568,304,31,29,0,0,0,729452.0,390410.9375,4,4,0,0,0,0,142,76,0,0,1.735241,1.502602,1421938992,1421938992,1.232,1.068,0.0,0.0,0.0,0,0,0,0,0,4,6,4,5,1,1,2,0
59.166.0.4,60999,11,25,1,1,0.042783,37492,3380,31,29,18,8,6,6875815.0,617067.5625,52,42,255,255,1376902149,1377937640,721,80,0,0,53.768841,2.197995,1421929818,1421929818,0.811706,1.030585,0.000629,0.000525,0.000104,0,0,0,0,0,2,1,4,5,1,1,1,0
59.166.0.0,7298,4,111,0,0,0.004693,568,312,31,29,0,0,0,726187.9375,398891.9688,4,4,0,0,0,0,142,78,0,0,1.706721,1.48846,1421947913,1421947913,1.213333,1.06,0.0,0.0,0.0,0,0,0,0,0,6,5,7,8,1,1,5,0
59.166.0.6,6035,3,53,0,0,0.00098,146,178,31,29,0,0,1,595918.375,726530.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421939099,1421939099,0.001,0.01,0.0,0.0,0.0,0,0,0,0,0,2,1,1,1,1,1,1,0
175.45.176.1,28588,22,111,1,1,0.925033,564,354,254,252,2,1,0,4393.356934,2680.985596,10,8,255,255,2082601520,3646606597,56,44,0,0,7351.577305,158.884016,1421928277,1421928278,99.742889,120.311859,0.122859,0.082839,0.04002,0,1,0,0,0,6,3,1,2,1,1,1,1
59.166.0.7,7148,9,53,0,0,0.001082,146,178,31,29,0,0,1,539741.25,658040.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421949314,1421949314,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,3,4,2,3,1,1,1,0
59.166.0.2,42343,1,29419,1,1,0.047237,424,8824,31,29,1,4,2,62832.10156,1369943.0,8,12,255,255,787518540,3062986365,53,735,0,0,549.418422,432.421687,1421928311,1421928311,6.702857,4.253545,0.000572,0.000447,0.000125,0,0,0,0,0,3,3,5,13,1,1,5,0
59.166.0.1,44156,1,32759,0,0,0.001788,512,304,31,29,0,0,0,1718120.75,1020134.25,4,4,0,0,0,0,128,76,0,0,0.665151,0.288029,1421932142,1421932142,0.475333,0.206667,0.0,0.0,0.0,0,0,0,0,0,4,5,5,3,1,1,3,0
59.166.0.2,47869,4,32646,1,1,0.16092,4862,82930,31,29,7,36,0,238876.4688,4074869.75,84,86,255,255,901382384,956326661,58,964,0,0,101.026662,99.630609,1421931346,1421931346,1.934711,1.886612,0.000709,0.000554,0.000155,0,0,0,0,0,4,6,4,2,1,1,2,0
59.166.0.4,1844,3,52803,1,1,1.12611,3992,2976,31,29,6,7,0,27272.64844,20388.77344,26,28,255,255,1122697678,1482056328,154,106,0,0,2750.67782,72.631383,1421952428,1421952429,45.03168,41.687852,0.001509,0.000535,0.000974,0,0,0,0,0,3,8,2,1,1,1,1,0
59.166.0.6,25140,3,25,1,1,0.671133,37180,3172,31,29,18,8,6,434667.9688,36821.31641,52,38,255,255,2139905039,2164422292,715,83,0,0,1212.150922,41.477027,1421938685,1421938686,13.152196,18.125621,0.000739,0.00048,0.000259,0,0,0,0,0,2,2,1,2,1,1,1,0
59.166.0.0,14330,3,21,1,1,2.587591,2934,3738,31,29,11,15,5,8897.851562,11343.36914,52,54,255,255,2404659639,2418831710,56,69,0,0,3114.438354,88.140438,1421945110,1421945113,50.730903,48.813152,0.000722,0.00049,0.000232,0,0,0,1,2,4,4,7,12,4,4,7,0
59.166.0.6,19981,5,53,0,0,0.001033,132,164,31,29,0,0,1,511132.6563,635043.5625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421950922,1421950922,0.001,0.008,0.0,0.0,0.0,0,0,0,0,0,1,4,3,2,1,1,2,0
175.45.176.3,54273,23,8100,1,1,3.100103,3484,96,254,252,6,1,0,8242.306641,123.866859,12,2,255,255,260948147,2256757704,290,48,0,0,18411.22396,0.0,1421932023,1421932026,281.827551,0.002,0.288615,0.225319,0.063296,0,1,0,0,0,9,1,1,5,1,1,1,1
59.166.0.1,38853,8,52561,1,1,0.002963,320,1918,31,29,1,2,2,720891.0,4533243.5,6,8,255,255,397780595,401625460,53,240,0,0,29.063208,0.569806,1421937669,1421937669,0.5272,0.347857,0.000675,0.000524,0.000151,0,0,0,0,0,3,3,6,10,1,1,5,0
59.166.0.5,59004,8,80,1,1,1.314904,1684,10168,31,29,3,5,3,9515.523438,58431.64453,14,18,255,255,1900237895,1901283159,120,565,1,3924,10287.79005,9006.335872,1421950249,1421950251,101.120385,77.314882,0.000679,0.000547,0.000132,0,0,1,0,0,1,1,1,3,1,1,1,0
59.166.0.0,14136,9,40485,1,1,0.505546,4536,3080,31,29,7,7,0,69216.25781,47125.28906,28,30,255,255,1344909721,1431808160,162,103,0,0,1159.649663,30.854602,1421929929,1421929930,18.711333,17.410518,0.000815,0.000637,0.000178,0,0,0,0,0,5,6,3,3,1,1,2,0
59.166.0.0,42460,2,5315,1,1,0.328164,4896,2976,31,29,7,7,0,114771.875,69965.01563,26,28,255,255,2030375937,4178965941,188,106,0,0,831.188132,21.897469,1421932769,1421932769,13.1002,12.107556,0.00139,0.001255,0.000135,0,0,0,0,0,11,13,6,6,1,1,3,0
59.166.0.8,57739,0,53991,1,1,0.00451,424,8824,31,29,1,4,2,658093.125,14348559.0,8,12,255,255,1589274745,3741739082,53,735,0,0,36.951518,20.108555,1421954415,1421954415,0.598571,0.366182,0.000607,0.000478,0.000129,0,0,0,0,0,6,3,4,8,1,1,4,0
59.166.0.6,14447,0,43883,0,0,0.001783,536,304,31,29,0,0,0,1803701.625,1022995.0,4,4,0,0,0,0,134,76,0,0,0.627911,0.326449,1421949327,1421949327,0.448,0.237333,0.0,0.0,0.0,0,0,0,0,0,6,9,2,2,1,1,1,0
59.166.0.6,43294,11,49772,0,0,0.001727,544,304,31,29,0,0,0,1889982.625,1056166.75,4,4,0,0,0,0,136,76,0,0,0.613769,0.302642,1421948014,1421948014,0.438,0.221,0.0,0.0,0.0,0,0,0,0,0,4,10,5,3,1,1,3,0
59.166.0.5,15732,2,35202,1,1,0.06893,2958,32408,31,29,7,18,0,336225.1563,3686058.25,48,50,255,255,2606118835,2626782901,62,648,0,0,82.448345,81.274884,1421941600,1421941600,1.45934,1.395857,0.00069,0.000529,0.000161,0,0,0,0,0,7,4,1,2,1,1,1,0
59.166.0.2,39774,3,80,1,1,1.004862,1580,10168,31,29,3,5,3,11535.91309,76460.25781,12,18,255,255,3036160198,3032939372,132,565,1,3924,9530.384665,7674.965562,1421950541,1421950542,91.308908,59.08141,0.000639,0.000474,0.000165,0,0,1,0,0,2,2,4,4,1,1,2,0
175.45.176.0,61218,10,520,0,3,6e-06,1064,0,254,0,0,0,0,709333312.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1421930094,1421930094,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,5,5,5,1,5,0
59.166.0.6,5375,4,80,1,1,1.006987,1580,10168,31,29,3,5,3,11511.56934,76298.89844,12,18,255,255,2735804076,591510771,132,565,1,3924,9539.868211,7683.474948,1421935512,1421935513,91.507543,59.201823,0.0007,0.000551,0.000149,0,0,1,0,0,2,2,2,2,1,1,1,0
59.166.0.0,37802,5,37225,1,1,0.022036,2750,27730,31,29,7,16,0,975857.75,9848612.0,44,46,255,255,2434937598,2435191847,63,603,0,0,30.88186,30.488722,1421947537,1421947537,0.504605,0.477044,0.000714,0.000562,0.000152,0,0,0,0,0,7,6,7,2,1,1,1,0
59.166.0.8,19564,5,17635,1,1,0.161222,5486,92746,31,29,7,42,0,269392.5313,4555209.5,96,98,255,255,2552645200,442430403,57,946,0,0,0.0,91.604808,1421935544,1421935544,1.692747,1.656433,0.000683,0.000545,0.000138,0,0,0,0,0,13,7,2,7,1,1,1,0
59.166.0.6,39080,6,3703,1,1,0.387493,424,8824,31,29,1,4,0,7659.493164,167001.7188,8,12,255,255,1884561272,128286414,53,735,0,0,3267.854797,2598.571956,1421932590,1421932591,55.306573,35.173999,0.000732,0.000575,0.000157,0,0,0,0,0,12,10,3,1,1,1,1,0
59.166.0.1,52062,4,28630,1,1,0.082914,4966,77388,31,29,7,36,0,473647.375,7380080.5,86,86,255,255,1385328870,3557366660,58,900,0,0,76.437793,2.20869,1421938777,1421938777,0.971859,0.969271,0.000638,0.000522,0.000116,0,0,0,0,0,3,4,2,3,1,1,1,0
59.166.0.3,62506,9,6881,1,1,0.714863,1540,1644,31,29,4,4,0,16159.73926,17379.55469,16,18,255,255,4196942524,50127338,96,91,0,0,3069.930082,97.182047,1421948525,1421948525,47.635798,41.986059,0.001246,0.001093,0.000153,0,0,0,0,0,9,10,5,3,3,1,3,0
59.166.0.4,46761,1,5190,1,1,0.004573,1064,2260,31,29,4,4,0,1707413.0,3624754.0,12,12,255,255,1008139946,1008426396,89,188,0,0,19.342196,0.469719,1421930090,1421930090,0.384364,0.365636,0.000673,0.00054,0.000133,0,0,0,0,0,10,7,5,9,2,1,1,0
59.166.0.6,49343,6,5190,1,1,0.021182,1064,2364,31,29,4,4,0,368614.8438,829383.4375,12,14,255,255,3990389235,1845294143,89,169,0,0,175.220941,4.549601,1421939801,1421939802,1.894455,1.582308,0.00077,0.000606,0.000164,0,0,0,0,0,4,5,3,1,1,1,1,0
59.166.0.1,53508,4,22,1,1,0.985073,12648,13306,31,29,35,33,4,101905.1406,107208.3047,126,126,255,255,1765011524,3910660631,100,106,0,0,539.92804,541.69998,1421941992,1421941993,7.880584,7.874744,0.000756,0.000594,0.000162,0,0,0,0,0,1,1,1,5,1,1,1,0
59.166.0.7,27333,11,57884,1,1,0.097681,5174,90666,31,29,7,39,0,419078.4375,7344806.0,90,92,255,255,3658833507,3663889183,57,986,0,0,72.636439,73.108881,1421953141,1421953141,1.093562,1.079256,0.000722,0.000546,0.000176,0,0,0,0,0,2,7,4,3,1,1,2,0
59.166.0.8,20013,4,53,0,0,0.001075,146,178,31,29,0,0,1,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945120,1421945120,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,5,6,14,12,3,3,3,0
59.166.0.4,36903,8,21,1,1,1.624848,2242,2780,31,29,8,11,5,10762.85254,13357.55664,40,41,255,255,3108877861,982501901,56,68,0,0,2711.668225,84.809891,1421936185,1421936187,41.654409,40.6075,0.000689,0.00054,0.000149,0,0,0,0,0,2,1,3,4,1,1,2,0
59.166.0.5,52631,2,25,1,1,0.367822,37832,3484,31,29,19,8,6,807608.0625,74057.5625,54,44,255,255,1437170507,1438217799,701,79,0,0,666.09397,22.111406,1421932066,1421932067,6.932962,8.540813,0.000713,0.000562,0.000151,0,0,0,0,0,1,1,2,2,1,1,1,0
59.166.0.9,30994,8,5190,1,1,0.072351,3210,27552,31,29,9,14,0,346532.875,2980359.5,42,46,255,255,2331274412,2331586809,76,599,0,0,220.863561,212.730603,1421946735,1421946735,1.754781,1.594578,0.000723,0.000584,0.000139,0,0,0,0,0,1,6,2,2,1,1,1,0
59.166.0.2,55016,2,80,1,1,1.012884,1684,10168,31,29,3,5,3,12352.8457,75854.6875,14,18,255,255,2490623173,342771627,120,565,1,3924,8779.269555,7691.194386,1421946592,1421946593,77.885846,59.539591,0.000839,0.000707,0.000132,0,0,1,0,0,1,2,2,1,1,1,1,0
59.166.0.9,48228,1,80,1,0,0.003304,890,8896,31,29,2,4,0,1886198.5,19387410.0,8,10,255,255,805341709,806395808,111,890,0,0,29.341636,18.13399,1421932759,1421932760,0.472,0.260889,0.000658,0.000525,0.000133,0,0,0,0,0,6,7,1,1,1,1,1,0
59.166.0.2,7852,4,80,1,1,1.004561,1580,10168,31,29,3,4,0,11539.36914,76483.16406,12,18,255,255,3243874383,1099562510,132,565,2,0,9527.925673,7673.708369,1421944940,1421944941,91.291997,59.059238,0.000709,0.00055,0.000159,0,0,6,0,0,21,9,10,29,6,6,6,0
59.166.0.8,32199,4,53,0,0,0.00101,146,178,31,29,0,0,1,578217.8125,704950.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951939,1421951939,0.016,0.009,0.0,0.0,0.0,0,0,0,0,0,2,5,6,2,2,1,1,0
175.45.176.1,47439,14,53,0,3,1e-05,114,0,254,0,0,0,1,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933539,1421933539,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,5,4,4,4,1
59.166.0.8,49185,9,53,0,0,0.000968,130,162,31,29,0,0,1,537190.125,669421.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421936113,1421936113,0.011,0.007,0.0,0.0,0.0,0,0,0,0,0,5,3,2,2,2,1,1,0
59.166.0.2,47765,11,32443,1,1,0.010965,2230,14042,31,29,7,11,0,1579571.375,9960420.0,34,36,255,255,2683404367,553281469,66,390,0,0,21.432471,19.498574,1421928049,1421928049,0.332438,0.298743,0.000654,0.000508,0.000146,0,0,0,0,0,8,9,5,8,1,1,3,0
59.166.0.2,51685,9,25,1,1,0.422337,37252,3380,31,29,18,8,0,692072.9375,62509.32422,52,42,255,255,276950974,2424741554,716,80,0,0,725.041704,23.992035,1421945150,1421945150,8.274274,10.268024,0.001489,0.001344,0.000145,0,0,0,0,0,6,7,8,18,4,4,4,0
59.166.0.3,48211,2,4185,1,1,0.01106,2230,15228,31,29,7,11,0,1566003.5,10708860.0,34,36,255,255,226985096,227295427,66,423,0,0,19.355766,17.611384,1421936402,1421936402,0.334375,0.284,0.001235,0.001109,0.000126,0,0,0,0,0,8,7,5,4,1,1,1,0
59.166.0.3,18383,1,16546,1,1,0.012191,2438,19502,31,29,7,13,0,1557870.5,12478057.0,38,40,255,255,4072620469,4084263161,64,488,0,0,20.181582,17.958265,1421947579,1421947579,0.319757,0.299872,0.000613,0.000491,0.000122,0,0,0,0,0,10,9,3,6,1,1,2,0
59.166.0.3,32598,9,53,0,0,0.001033,146,178,31,29,0,0,1,565343.6875,689254.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927722,1421927722,0.001,0.012,0.0,0.0,0.0,0,0,0,0,0,3,4,2,1,1,1,1,0
59.166.0.5,21697,8,19616,1,1,0.084177,4862,75600,31,29,7,36,0,456656.7813,7101322.0,84,86,255,255,345230988,2503344380,58,879,0,0,61.609401,60.404161,1421928904,1421928904,1.010398,0.984565,0.000617,0.000486,0.000131,0,0,0,0,0,4,7,3,4,1,1,1,0
59.166.0.8,16558,0,53,0,0,0.001143,130,162,31,29,0,0,0,454943.1563,566929.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421934102,1421934102,0.008,0.008,0.0,0.0,0.0,0,0,0,0,0,5,5,2,1,1,1,1,0
59.166.0.3,8291,6,53,0,0,0.001152,146,178,31,29,0,0,1,506944.4375,618055.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944280,1421944280,0.007,0.009,0.0,0.0,0.0,0,0,0,0,0,4,3,1,2,2,1,1,0
59.166.0.2,22931,3,111,0,0,0.341299,568,320,31,29,0,0,0,9985.379883,5625.565918,4,4,0,0,0,0,142,80,0,0,136.703297,141.377281,1421948655,1421948655,96.674336,99.976336,0.0,0.0,0.0,0,0,0,0,0,11,11,4,3,1,1,2,0
59.166.0.5,32669,6,80,1,1,0.01598,1044,824,31,29,2,2,3,457571.9688,371464.3438,8,10,255,255,3231938973,1097126239,131,82,1,83,121.037673,2.855782,1421949070,1421949070,2.124429,1.716667,0.000668,0.000528,0.00014,0,0,1,0,0,2,1,2,2,1,1,1,0
59.166.0.0,18165,9,36718,1,1,0.018359,2646,24694,31,29,7,15,0,1125551.5,10516041.0,42,44,255,255,3719412235,3719683728,63,561,0,0,28.976361,26.905856,1421946877,1421946877,0.438805,0.413163,0.000745,0.000589,0.000156,0,0,0,0,0,8,8,2,5,1,1,1,0
10.40.182.3,0,17,0,3,3,0.0,46,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,46,0,0,0,0.0,0.0,1421932995,1421932995,60000.74,0.0,0.0,0.0,0.0,1,2,0,0,0,2,2,2,2,2,2,2,0
59.166.0.1,10633,1,80,1,1,1.083998,1684,10168,31,29,3,5,0,11542.45703,70878.35938,14,18,255,255,2373493619,224912120,120,565,1,3924,8790.868894,7697.92869,1421945032,1421945033,83.357844,63.731529,0.000691,0.000557,0.000134,0,0,6,0,0,12,17,19,12,6,6,9,0
59.166.0.6,53024,11,30392,1,1,0.096479,2646,24004,31,29,7,15,0,214181.3281,1945210.875,42,44,255,255,2756050093,669899782,63,546,0,0,0.0,145.451945,1421939395,1421939395,2.344268,2.229512,0.000739,0.000606,0.000133,0,0,0,0,0,9,5,2,6,1,1,2,0
59.166.0.8,12597,8,44529,1,1,0.024316,3614,43716,31,29,7,24,0,1169271.25,14150683.0,60,62,255,255,3143803835,994539362,60,705,0,0,23.192586,22.740767,1421940724,1421940724,0.405576,0.388836,0.000719,0.000587,0.000132,0,0,0,0,0,5,4,5,6,1,1,2,0
59.166.0.0,64206,4,37274,1,1,0.021979,2958,30654,31,29,7,17,0,1054461.0,10925338.0,48,48,255,255,2423306890,2423628497,62,639,0,0,26.143554,0.677477,1421938972,1421938972,0.460426,0.453489,0.000807,0.000654,0.000153,0,0,0,0,0,5,5,3,5,1,1,1,0
59.166.0.6,59531,6,80,1,1,1.342023,1684,10168,31,29,3,5,3,9323.238281,57250.88281,14,18,255,255,2857750126,2862993555,120,565,1,3924,10919.15079,9558.699687,1421950165,1421950166,103.205231,78.909765,0.000694,0.000552,0.000142,0,0,1,0,0,1,1,4,2,1,1,1,0
59.166.0.7,4432,11,25,1,1,0.386985,37362,3068,31,29,18,8,6,757528.0625,61666.47266,52,36,255,255,1286212440,3432573987,719,85,0,0,954.476317,35.135043,1421938423,1421938423,7.580941,11.041371,0.000664,0.000533,0.000131,0,0,0,0,0,1,1,6,4,1,1,1,0
59.166.0.1,22995,8,17073,1,1,0.017925,2974,33842,31,29,7,18,0,1300083.75,14802120.0,48,50,255,255,1486572723,3636440363,62,677,0,0,21.093248,20.113319,1421940145,1421940145,0.374021,0.353673,0.000745,0.000589,0.000156,0,0,0,0,0,8,6,4,4,1,1,1,0
